draft_year,position,player_name,grade
2025,RB,Phil Mafah,5.69
2025,RB,Amar Johnson,5.68
2025,RB,Mario Anderson Jr.,5.65
2025,RB,ShunDerrick Powell,5.60
2025,WR,Travis Hunter,6.89
2025,WR,Matthew Golden,6.42
2025,WR,Emeka Egbuka,6.37
2025,WR,Jayden Higgins,6.33
2025,WR,Isaiah Bond,6.30
2025,WR,Jaylin Noel,6.26
2025,WR,Nick Nash,6.20
2025,WR,Elic Ayomanor,6.19
2025,WR,Dont'E Thornton Jr.,6.18
2025,WR,Savion Williams,6.16
2025,WR,Elijhah Badger,6.11
2025,WR,Tez Johnson,6.00
2025,WR,KeAndre Lambert-Smith,5.98
2025,WR,Tai Felton,5.96
2025,WR,Traeshon Holden,5.89
2025,WR,JP Richardson,5.87
2025,WR,Theo Wease Jr.,5.86
2025,WR,Daniel Jackson,5.85
2025,WR,Tommy Mellott,5.81
2025,WR,Ke'Shawn Williams,5.81
2025,WR,Kobe Hudson,5.80
2025,WR,Jordan Watkins,5.80
2025,WR,Beaux Collins,5.69
2025,WR,Josh Kelly,5.69
2025,WR,Ricky White III,5.69
2025,WR,Bryson Green,5.68
2025,WR,Kaden Prather,5.68
2025,WR,Jacolby George,5.67
2025,WR,Kelly Akharaiyi,5.66
2025,WR,Collin Brunstein,5.66
2025,WR,Darius Cooper,5.65
2025,WR,Tyler Kahmann,5.64
2025,WR,Chandler Brayboy,5.61
2025,TE,Tyler Warren,6.77
2025,TE,Mason Taylor,6.40
2025,TE,Harold Fannin Jr.,6.18
2025,TE,Thomas Fidone II,6.15
2025,TE,Gunnar Helm,6.13
2025,TE,Joshua Simon,6.11
2025,TE,Luke Lachey,5.97
2025,TE,Oronde Gadsden II,5.93
2025,TE,Jalin Conyers,5.89
2025,TE,Gavin Bartholomew,5.80
2025,TE,Keleki Latu,5.68
2025,TE,Ben Yurosek,5.68
2025,TE,Brant Kuithe,5.66
